,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
154,Heat,1995,170,Action,8.3,76        ,670990,67.44,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
155,Scarface,1983,170,Crime,8.3,65        ,862533,45.60,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
156,Star Wars: Episode VI - Return of the Jedi,1983,131,Action,8.3,58        ,1073717,309.13,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side."
157,American Beauty,1999,122,Drama            ,8.3,84        ,1171128,130.10,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
158,A Clockwork Orange,1971,136,Crime,8.3,77        ,845453,6.21,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
159,Full Metal Jacket,1987,116,Drama,8.3,78        ,756368,46.36,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
160,Eternal Sunshine of the Spotless Mind,2004,108,Drama,8.3,89        ,1028136,34.40,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever."
161,2001: A Space Odyssey,1968,149,Adventure,8.3,84        ,683079,56.95,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000."
162,The Hunt,2012,115,Drama            ,8.3,77        ,339866,0.69,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
163,Hamilton,2020,160,Biography,8.3,89        ,100566,,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
164,Reservoir Dogs,1992,99,Crime,8.3,81        ,1039629,2.83,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
165,Toy Story,1995,81,Animation,8.3,96        ,1014403,191.80,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
166,Vertigo,1958,128,Mystery,8.3,100        ,409795,3.20,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed."
167,Once Upon a Time in America,1984,229,Crime,8.3,75        ,359103,5.32,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
168,Up,2009,96,Animation,8.3,88        ,1065554,293.00,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
169,Citizen Kane,1941,119,Drama,8.3,100        ,449484,1.59,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'"
170,Amélie,2001,122,Comedy,8.3,69        ,768022,33.23,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
171,Incendies,2010,131,Drama,8.3,80        ,183011,6.86,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
172,Princess Mononoke,1997,134,Animation,8.3,76        ,405058,2.38,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
173,To Kill a Mockingbird,1962,129,Crime,8.3,88        ,321474,,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice."
174,Toy Story 3,2010,103,Animation,8.3,92        ,852307,415.00,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
175,The Sting,1973,129,Comedy,8.3,83        ,268884,159.60,Two grifters team up to pull off the ultimate con.
176,Lawrence of Arabia,1962,218,Adventure,8.3,100        ,300238,44.82,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
177,North by Northwest,1959,136,Action,8.3,98        ,333751,13.28,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
178,Metropolis,1927,153,Drama,8.3,98        ,177800,1.24,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
179,Singin' in the Rain,1952,103,Comedy,8.3,99        ,248143,8.82,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.
180,A Separation,2011,123,Drama            ,8.3,95        ,248901,7.10,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
181,Kantara,2022,148,Action,8.3,,94299,,"When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice."
182,Dangal,2016,161,Action,8.3,,196551,12.39,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
183,The Apartment,1960,125,Comedy,8.3,94        ,186015,18.60,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
184,M,1931,99,Crime,8.3,,161276,0.03,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
185,Ikiru,1952,143,Drama            ,8.3,92        ,81419,0.06,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
186,Judgment at Nuremberg,1961,179,Drama,8.3,60        ,79658,,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
187,Double Indemnity,1944,107,Crime,8.3,95        ,160420,5.72,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
188,Like Stars on Earth,2007,165,Drama,8.3,,197421,1.22,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
189,K.G.F: Chapter 2,2022,168,Action,8.3,,138936,6.60,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
190,Bicycle Thieves,1948,89,Drama            ,8.3,,167061,0.33,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
191,Vikram,2022,175,Action,8.3,,63378,,"A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved."
192,Raatchasan,2018,170,Action,8.3,,46708,,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
193,Ayla: The Daughter of War,2017,125,Biography,8.3,,41426,,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl with no parents, and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
194,The Kid,1921,68,Comedy,8.3,,128952,5.45,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
195,A Brighter Summer Day,1991,237,Crime,8.3,90        ,11406,,"Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax."
196,Shershaah,2021,135,Action,8.3,,124306,,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
197,To Live,1994,133,Drama,8.3,,19264,2.33,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China."
198,Chhichhore,2019,143,Comedy,8.3,,57414,0.90,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
199,Maanaadu,2021,147,Action,8.3,,23736,,"On the day of a public conference by the state's Chief Minister, his bodyguard and a police officer are stuck in a time loop."
200,Super Deluxe,2019,176,Comedy,8.3,,15969,,"An unfaithful newly-wed wife, an estranged father, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day."
